,Element,Wavelength,n,k,Source
5728,ZnO,0.42,1.8562,0.088828,
5729,ZnO,0.425,1.851,0.08586,
5730,ZnO,0.43,1.8463,0.083303,
5731,ZnO,0.435,1.8421,0.081043,
5732,ZnO,0.44,1.8383,0.078999,
5733,ZnO,0.445,1.8347,0.077117,
5734,ZnO,0.45,1.8315,0.075357,
5735,ZnO,0.455,1.8285,0.073695,
5736,ZnO,0.46,1.8257,0.072114,
5737,ZnO,0.465,1.8231,0.070603,
5738,ZnO,0.47,1.8206,0.069153,
5739,ZnO,0.475,1.8182,0.067759,
5740,ZnO,0.48,1.816,0.066416,
5741,ZnO,0.485,1.8139,0.065123,
5742,ZnO,0.49,1.8119,0.063875,
5743,ZnO,0.495,1.8099,0.062671,
5744,ZnO,0.5,1.8081,0.061508,
5745,ZnO,0.505,1.8063,0.060384,
5746,ZnO,0.51,1.8046,0.059299,
5747,ZnO,0.515,1.8029,0.05825,
5748,ZnO,0.52,1.8013,0.057235,
5749,ZnO,0.525,1.7998,0.056254,
5750,ZnO,0.53,1.7983,0.055304,
5751,ZnO,0.535,1.7969,0.054385,
5752,ZnO,0.54,1.7955,0.053495,
5753,ZnO,0.545,1.7942,0.052632,
5754,ZnO,0.55,1.7929,0.051797,
5755,ZnO,0.555,1.7916,0.050988,
5756,ZnO,0.56,1.7904,0.050203,
5757,ZnO,0.565,1.7892,0.049442,
5758,ZnO,0.57,1.7881,0.048704,
5759,ZnO,0.575,1.787,0.047987,
5760,ZnO,0.58,1.7859,0.047292,
5761,ZnO,0.585,1.7848,0.046617,
5762,ZnO,0.59,1.7838,0.045961,
5763,ZnO,0.595,1.7828,0.045324,
5764,ZnO,0.6,1.7818,0.044705,
5765,ZnO,0.605,1.7809,0.044104,
5766,ZnO,0.61,1.78,0.043519,
5767,ZnO,0.615,1.7791,0.04295,
5768,ZnO,0.62,1.7782,0.042397,
5769,ZnO,0.625,1.7773,0.041858,
5770,ZnO,0.63,1.7765,0.041334,
5771,ZnO,0.635,1.7757,0.040824,
5772,ZnO,0.64,1.7749,0.040327,
5773,ZnO,0.645,1.7741,0.039843,
5774,ZnO,0.65,1.7734,0.039372,
5775,ZnO,0.655,1.7727,0.038913,
5776,ZnO,0.66,1.7719,0.038465,
5777,ZnO,0.665,1.7712,0.038029,
5778,ZnO,0.67,1.7706,0.037603,
5779,ZnO,0.675,1.7699,0.037188,
5780,ZnO,0.68,1.7692,0.036783,
5781,ZnO,0.685,1.7686,0.036388,
5782,ZnO,0.69,1.768,0.036002,
5783,ZnO,0.695,1.7674,0.035626,
5784,ZnO,0.7,1.7668,0.035259,
5785,ZnO,0.705,1.7662,0.0349,
5786,ZnO,0.71,1.7656,0.034549,
5787,ZnO,0.715,1.7651,0.034207,
5788,ZnO,0.72,1.7645,0.033872,
5789,ZnO,0.725,1.764,0.033545,
5790,ZnO,0.73,1.7635,0.033226,
5791,ZnO,0.735,1.7629,0.032913,
5792,ZnO,0.74,1.7624,0.032608,
5793,ZnO,0.745,1.7619,0.032309,
5794,ZnO,0.75,1.7615,0.032017,
5795,ZnO,0.755,1.761,0.031731,
5796,ZnO,0.76,1.7605,0.031451,
5797,ZnO,0.765,1.7601,0.031177,
5798,ZnO,0.77,1.7596,0.030909,
5799,ZnO,0.775,1.7592,0.030647,
5800,ZnO,0.78,1.7588,0.03039,
5801,ZnO,0.785,1.7583,0.030139,
5802,ZnO,0.79,1.7579,0.029893,
5803,ZnO,0.795,1.7575,0.029651,
5804,ZnO,0.8,1.7571,0.029415,
5805,ZnO,0.805,1.7567,0.029183,
5806,ZnO,0.81,1.7564,0.028956,
5807,ZnO,0.815,1.756,0.028734,
5808,ZnO,0.82,1.7556,0.028516,
5809,ZnO,0.825,1.7553,0.028302,
5810,ZnO,0.83,1.7549,0.028093,
5811,ZnO,0.835,1.7546,0.027887,
5812,ZnO,0.84,1.7542,0.027685,
5813,ZnO,0.845,1.7539,0.027488,
5814,ZnO,0.85,1.7535,0.027294,
5815,ZnO,0.855,1.7532,0.027104,
5816,ZnO,0.86,1.7529,0.026917,
5817,ZnO,0.865,1.7526,0.026734,
5818,ZnO,0.87,1.7523,0.026554,
5819,ZnO,0.875,1.752,0.026377,
5820,ZnO,0.88,1.7517,0.026204,
5821,ZnO,0.885,1.7514,0.026034,
5822,ZnO,0.89,1.7511,0.025867,
5823,ZnO,0.895,1.7508,0.025703,
5824,ZnO,0.9,1.7506,0.025542,
5825,ZnO,0.905,1.7503,0.025383,
5826,ZnO,0.91,1.75,0.025228,
5827,ZnO,0.915,1.7497,0.025075,
5828,ZnO,0.92,1.7495,0.024925,
5829,ZnO,0.925,1.7492,0.024778,
5830,ZnO,0.93,1.749,0.024633,
5831,ZnO,0.935,1.7487,0.024491,
5832,ZnO,0.94,1.7485,0.024351,
5833,ZnO,0.945,1.7483,0.024213,
5834,ZnO,0.95,1.748,0.024078,
5835,ZnO,0.955,1.7478,0.023945,
5836,ZnO,0.96,1.7476,0.023814,
5837,ZnO,0.965,1.7473,0.023686,
5838,ZnO,0.97,1.7471,0.023559,
5839,ZnO,0.975,1.7469,0.023435,
5840,ZnO,0.98,1.7467,0.023313,
5841,ZnO,0.985,1.7465,0.023193,
5842,ZnO,0.99,1.7463,0.023074,
5843,ZnO,0.995,1.7461,0.022958,
5844,ZnO,1.0,1.7459,0.022843,
5845,ZnO,1.005,1.7457,0.022731,
5846,ZnO,1.01,1.7455,0.02262,
5847,ZnO,1.015,1.7453,0.022511,
5848,ZnO,1.02,1.7451,0.022403,
5849,ZnO,1.025,1.7449,0.022298,
5850,ZnO,1.03,1.7447,0.022194,
5851,ZnO,1.035,1.7445,0.022091,
5852,ZnO,1.04,1.7443,0.021991,
5853,ZnO,1.045,1.7442,0.021891,
5854,ZnO,1.05,1.744,0.021794,
5855,ZnO,1.055,1.7438,0.021697,
5856,ZnO,1.06,1.7437,0.021603,
5857,ZnO,1.065,1.7435,0.021509,
5858,ZnO,1.07,1.7433,0.021418,
5859,ZnO,1.075,1.7432,0.021327,
5860,ZnO,1.08,1.743,0.021238,
5861,ZnO,1.085,1.7428,0.02115,
5862,ZnO,1.09,1.7427,0.021064,
5863,ZnO,1.095,1.7425,0.020979,
5864,ZnO,1.1,1.7424,0.020895,
5865,ZnO,1.105,1.7422,0.020812,
5866,ZnO,1.11,1.7421,0.020731,
5867,ZnO,1.115,1.7419,0.02065,
5868,ZnO,1.12,1.7418,0.020571,
5869,ZnO,1.125,1.7417,0.020493,
5870,ZnO,1.13,1.7415,0.020417,
5871,ZnO,1.135,1.7414,0.020341,
5872,ZnO,1.14,1.7412,0.020267,
5873,ZnO,1.145,1.7411,0.020193,
5874,ZnO,1.15,1.741,0.020121,
5875,ZnO,1.155,1.7408,0.020049,
5876,ZnO,1.16,1.7407,0.019979,
5877,ZnO,1.165,1.7406,0.01991,
5878,ZnO,1.17,1.7405,0.019841,
5879,ZnO,1.175,1.7403,0.019774,
5880,ZnO,1.18,1.7402,0.019707,
5881,ZnO,1.185,1.7401,0.019642,
5882,ZnO,1.19,1.74,0.019577,
5883,ZnO,1.195,1.7399,0.019514,
5884,ZnO,1.2,1.7397,0.019451,
5885,ZnO,1.205,1.7396,0.019389,
5886,ZnO,1.21,1.7395,0.019328,
5887,ZnO,1.215,1.7394,0.019268,
5888,ZnO,1.22,1.7393,0.019208,
5889,ZnO,1.225,1.7392,0.01915,
5890,ZnO,1.23,1.7391,0.019092,
5891,ZnO,1.235,1.739,0.019035,
5892,ZnO,1.24,1.7389,0.018979,
5893,ZnO,1.245,1.7388,0.018924,
5894,ZnO,1.25,1.7387,0.018869,
5895,ZnO,1.255,1.7386,0.018815,
5896,ZnO,1.26,1.7385,0.018762,
5897,ZnO,1.265,1.7384,0.018709,
5898,ZnO,1.27,1.7383,0.018658,
5899,ZnO,1.275,1.7382,0.018607,
5900,ZnO,1.28,1.7381,0.018556,
5901,ZnO,1.285,1.738,0.018507,
5902,ZnO,1.29,1.7379,0.018458,
5903,ZnO,1.295,1.7378,0.018409,
5904,ZnO,1.3,1.7377,0.018362,
5905,ZnO,1.305,1.7376,0.018315,
5906,ZnO,1.31,1.7375,0.018268,
5907,ZnO,1.315,1.7374,0.018223,
5908,ZnO,1.32,1.7373,0.018177,
5909,ZnO,1.325,1.7372,0.018133,
5910,ZnO,1.33,1.7372,0.018089,
5911,ZnO,1.335,1.7371,0.018046,
5912,ZnO,1.34,1.737,0.018003,
5913,ZnO,1.345,1.7369,0.017961,
5914,ZnO,1.35,1.7368,0.017919,
5915,ZnO,1.355,1.7367,0.017878,
5916,ZnO,1.36,1.7367,0.017837,
5917,ZnO,1.365,1.7366,0.017797,
5918,ZnO,1.37,1.7365,0.017758,
5919,ZnO,1.375,1.7364,0.017719,
5920,ZnO,1.38,1.7364,0.01768,
5921,ZnO,1.385,1.7363,0.017642,
5922,ZnO,1.39,1.7362,0.017605,
5923,ZnO,1.395,1.7361,0.017568,
5924,ZnO,1.4,1.7361,0.017531,
5925,ZnO,1.405,1.736,0.017495,
5926,ZnO,1.41,1.7359,0.01746,
5927,ZnO,1.415,1.7358,0.017425,
5928,ZnO,1.42,1.7358,0.01739,
5929,ZnO,1.425,1.7357,0.017356,
5930,ZnO,1.43,1.7356,0.017323,
5931,ZnO,1.435,1.7356,0.017289,
5932,ZnO,1.44,1.7355,0.017257,
5933,ZnO,1.445,1.7354,0.017224,
5934,ZnO,1.45,1.7354,0.017192,
5935,ZnO,1.455,1.7353,0.017161,
5936,ZnO,1.46,1.7352,0.01713,
5937,ZnO,1.465,1.7352,0.017099,
5938,ZnO,1.47,1.7351,0.017069,
5939,ZnO,1.475,1.7351,0.017039,
5940,ZnO,1.48,1.735,0.017009,
5941,ZnO,1.485,1.7349,0.01698,
5942,ZnO,1.49,1.7349,0.016952,
5943,ZnO,1.495,1.7348,0.016923,
5944,ZnO,1.5,1.7347,0.016895,
5945,ZnO,1.505,1.7347,0.016868,
5946,ZnO,1.51,1.7346,0.016841,
5947,ZnO,1.515,1.7346,0.016814,
5948,ZnO,1.52,1.7345,0.016787,
5949,ZnO,1.525,1.7345,0.016761,
5950,ZnO,1.53,1.7344,0.016735,
5951,ZnO,1.535,1.7343,0.01671,
5952,ZnO,1.54,1.7343,0.016685,
5953,ZnO,1.545,1.7342,0.01666,
5954,ZnO,1.55,1.7342,0.016635,
5955,ZnO,1.555,1.7341,0.016611,
5956,ZnO,1.56,1.7341,0.016588,
5957,ZnO,1.565,1.734,0.016564,
5958,ZnO,1.57,1.734,0.016541,
5959,ZnO,1.575,1.7339,0.016518,
5960,ZnO,1.58,1.7339,0.016496,
5961,ZnO,1.585,1.7338,0.016473,
5962,ZnO,1.59,1.7338,0.016452,
5963,ZnO,1.595,1.7337,0.01643,
5964,ZnO,1.6,1.7337,0.016409,
5965,ZnO,1.605,1.7336,0.016388,
5966,ZnO,1.61,1.7336,0.016367,
5967,ZnO,1.615,1.7335,0.016346,
5968,ZnO,1.62,1.7335,0.016326,
5969,ZnO,1.625,1.7334,0.016306,
5970,ZnO,1.63,1.7334,0.016287,
5971,ZnO,1.635,1.7333,0.016267,
5972,ZnO,1.64,1.7333,0.016248,
5973,ZnO,1.645,1.7333,0.016229,
5974,ZnO,1.65,1.7332,0.016211,
5975,ZnO,1.655,1.7332,0.016193,
5976,ZnO,1.66,1.7331,0.016175,
5977,ZnO,1.665,1.7331,0.016157,
5978,ZnO,1.67,1.733,0.016139,
5979,ZnO,1.675,1.733,0.016122,
5980,ZnO,1.68,1.7329,0.016105,
5981,ZnO,1.685,1.7329,0.016088,
5982,ZnO,1.69,1.7329,0.016072,
5983,ZnO,1.695,1.7328,0.016055,
5984,ZnO,1.7,1.7328,0.016039,
5985,ZnO,1.705,1.7327,0.016024,
5986,ZnO,1.71,1.7327,0.016008,
5987,ZnO,1.715,1.7327,0.015993,
5988,ZnO,1.72,1.7326,0.015978,
5989,ZnO,1.725,1.7326,0.015963,
5990,ZnO,1.73,1.7325,0.015948,
5991,ZnO,1.735,1.7325,0.015933,
5992,ZnO,1.74,1.7325,0.015919,
5993,ZnO,1.745,1.7324,0.015905,
5994,ZnO,1.75,1.7324,0.015891,
5995,ZnO,1.755,1.7324,0.015878,
5996,ZnO,1.76,1.7323,0.015864,
5997,ZnO,1.765,1.7323,0.015851,
5998,ZnO,1.77,1.7322,0.015838,
5999,ZnO,1.775,1.7322,0.015825,
6000,ZnO,1.78,1.7322,0.015813,
6001,ZnO,1.785,1.7321,0.0158,
6002,ZnO,1.79,1.7321,0.015788,
6003,ZnO,1.795,1.7321,0.015776,
6004,ZnO,1.8,1.732,0.015764,
6005,ZnO,1.805,1.732,0.015753,
6006,ZnO,1.81,1.732,0.015741,
6007,ZnO,1.815,1.7319,0.01573,
6008,ZnO,1.82,1.7319,0.015719,
6009,ZnO,1.825,1.7319,0.015708,
6010,ZnO,1.83,1.7318,0.015697,
6011,ZnO,1.835,1.7318,0.015687,
6012,ZnO,1.84,1.7318,0.015677,
6013,ZnO,1.845,1.7317,0.015666,
6014,ZnO,1.85,1.7317,0.015656,
6015,ZnO,1.855,1.7317,0.015647,
6016,ZnO,1.86,1.7316,0.015637,
6017,ZnO,1.865,1.7316,0.015628,
6018,ZnO,1.87,1.7316,0.015618,
6019,ZnO,1.875,1.7316,0.015609,
6020,ZnO,1.88,1.7315,0.0156,
6021,ZnO,1.885,1.7315,0.015591,
6022,ZnO,1.89,1.7315,0.015583,
6023,ZnO,1.895,1.7314,0.015574,
6024,ZnO,1.9,1.7314,0.015566,
6025,ZnO,1.905,1.7314,0.015558,
6026,ZnO,1.91,1.7313,0.01555,
6027,ZnO,1.915,1.7313,0.015542,
6028,ZnO,1.92,1.7313,0.015534,
6029,ZnO,1.925,1.7313,0.015527,
6030,ZnO,1.93,1.7312,0.015519,
6031,ZnO,1.935,1.7312,0.015512,
6032,ZnO,1.94,1.7312,0.015505,
6033,ZnO,1.945,1.7312,0.015498,
6034,ZnO,1.95,1.7311,0.015491,
6035,ZnO,1.955,1.7311,0.015484,
6036,ZnO,1.96,1.7311,0.015478,
6037,ZnO,1.965,1.731,0.015471,
6038,ZnO,1.97,1.731,0.015465,
6039,ZnO,1.975,1.731,0.015459,
6040,ZnO,1.98,1.731,0.015453,
6041,ZnO,1.985,1.7309,0.015447,
6042,ZnO,1.99,1.7309,0.015441,
6043,ZnO,1.995,1.7309,0.015436,
6044,ZnO,2.0,1.7309,0.01543,
6045,ZnO,2.005,1.7308,0.015425,
6046,ZnO,2.01,1.7308,0.01542,
6047,ZnO,2.015,1.7308,0.015415,
6048,ZnO,2.02,1.7308,0.01541,
6049,ZnO,2.025,1.7307,0.015405,
6050,ZnO,2.03,1.7307,0.015401,
6051,ZnO,2.035,1.7307,0.015396,
6052,ZnO,2.04,1.7307,0.015392,
6053,ZnO,2.045,1.7307,0.015387,
6054,ZnO,2.05,1.7306,0.015383,
6055,ZnO,2.055,1.7306,0.015379,
6056,ZnO,2.06,1.7306,0.015375,
6057,ZnO,2.065,1.7306,0.015371,
6058,ZnO,2.07,1.7305,0.015368,
6059,ZnO,2.075,1.7305,0.015364,
6060,ZnO,2.08,1.7305,0.015361,
6061,ZnO,2.085,1.7305,0.015357,
6062,ZnO,2.09,1.7304,0.015354,
6063,ZnO,2.095,1.7304,0.015351,
6064,ZnO,2.1,1.7304,0.015348,
6065,ZnO,2.105,1.7304,0.015345,
6066,ZnO,2.11,1.7304,0.015342,
6067,ZnO,2.115,1.7303,0.015339,
6068,ZnO,2.12,1.7303,0.015337,
6069,ZnO,2.125,1.7303,0.015334,
6070,ZnO,2.13,1.7303,0.015332,
6071,ZnO,2.135,1.7303,0.01533,
6072,ZnO,2.14,1.7302,0.015328,
6073,ZnO,2.145,1.7302,0.015325,
6074,ZnO,2.15,1.7302,0.015324,
6075,ZnO,2.155,1.7302,0.015322,
6076,ZnO,2.16,1.7302,0.01532,
6077,ZnO,2.165,1.7301,0.015318,
6078,ZnO,2.17,1.7301,0.015317,
6079,ZnO,2.175,1.7301,0.015315,
6080,ZnO,2.18,1.7301,0.015314,
6081,ZnO,2.185,1.7301,0.015313,
6082,ZnO,2.19,1.73,0.015312,
6083,ZnO,2.195,1.73,0.01531,
6084,ZnO,2.2,1.73,0.01531,
6085,ZnO,2.205,1.73,0.015309,
6086,ZnO,2.21,1.73,0.015308,
6087,ZnO,2.215,1.7299,0.015307,
6088,ZnO,2.22,1.7299,0.015307,
6089,ZnO,2.225,1.7299,0.015306,
6090,ZnO,2.23,1.7299,0.015306,
6091,ZnO,2.235,1.7299,0.015305,
6092,ZnO,2.24,1.7299,0.015305,
6093,ZnO,2.245,1.7298,0.015305,
6094,ZnO,2.25,1.7298,0.015305,
6095,ZnO,2.255,1.7298,0.015305,
6096,ZnO,2.26,1.7298,0.015305,
6097,ZnO,2.265,1.7298,0.015305,
6098,ZnO,2.27,1.7298,0.015306,
6099,ZnO,2.275,1.7297,0.015306,
6100,ZnO,2.28,1.7297,0.015306,
6101,ZnO,2.285,1.7297,0.015307,
6102,ZnO,2.29,1.7297,0.015308,
6103,ZnO,2.295,1.7297,0.015308,
6104,ZnO,2.3,1.7297,0.015309,
6105,ZnO,2.305,1.7296,0.01531,
6106,ZnO,2.31,1.7296,0.015311,
6107,ZnO,2.315,1.7296,0.015312,
6108,ZnO,2.32,1.7296,0.015313,
6109,ZnO,2.325,1.7296,0.015314,
6110,ZnO,2.33,1.7296,0.015316,
6111,ZnO,2.335,1.7295,0.015317,
6112,ZnO,2.34,1.7295,0.015318,
6113,ZnO,2.345,1.7295,0.01532,
6114,ZnO,2.35,1.7295,0.015322,
6115,ZnO,2.355,1.7295,0.015323,
6116,ZnO,2.36,1.7295,0.015325,
6117,ZnO,2.365,1.7294,0.015327,
6118,ZnO,2.37,1.7294,0.015329,
6119,ZnO,2.375,1.7294,0.015331,
6120,ZnO,2.38,1.7294,0.015333,
6121,ZnO,2.385,1.7294,0.015335,
6122,ZnO,2.39,1.7294,0.015337,
6123,ZnO,2.395,1.7294,0.015339,
6124,ZnO,2.4,1.7293,0.015341,
6125,ZnO,2.405,1.7293,0.015344,
6126,ZnO,2.41,1.7293,0.015346,
6127,ZnO,2.415,1.7293,0.015349,
6128,ZnO,2.42,1.7293,0.015351,
6129,ZnO,2.425,1.7293,0.015354,
6130,ZnO,2.43,1.7293,0.015357,
6131,ZnO,2.435,1.7292,0.01536,
6132,ZnO,2.44,1.7292,0.015362,
6133,ZnO,2.445,1.7292,0.015365,
6134,ZnO,2.45,1.7292,0.015368,
6135,ZnO,2.455,1.7292,0.015371,
6136,ZnO,2.46,1.7292,0.015374,
6137,ZnO,2.465,1.7292,0.015378,
6138,ZnO,2.47,1.7292,0.015381,
6139,ZnO,2.475,1.7291,0.015384,
6140,ZnO,2.48,1.7291,0.015388,
6141,ZnO,2.485,1.7291,0.015391,
6142,ZnO,2.49,1.7291,0.015395,
6143,ZnO,2.495,1.7291,0.015398,
6144,ZnO,2.5,1.7291,0.015402,
6145,ZnO,2.505,1.7291,0.015405,
6146,ZnO,2.51,1.7291,0.015409,
6147,ZnO,2.515,1.729,0.015413,
6148,ZnO,2.52,1.729,0.015417,
6149,ZnO,2.525,1.729,0.015421,
6150,ZnO,2.53,1.729,0.015425,
6151,ZnO,2.535,1.729,0.015429,
6152,ZnO,2.54,1.729,0.015433,
6153,ZnO,2.545,1.729,0.015437,
6154,ZnO,2.55,1.729,0.015441,
6155,ZnO,2.555,1.7289,0.015446,
6156,ZnO,2.56,1.7289,0.01545,
6157,ZnO,2.565,1.7289,0.015454,
6158,ZnO,2.57,1.7289,0.015459,
6159,ZnO,2.575,1.7289,0.015463,
6160,ZnO,2.58,1.7289,0.015468,
6161,ZnO,2.585,1.7289,0.015472,
6162,ZnO,2.59,1.7289,0.015477,
6163,ZnO,2.595,1.7288,0.015482,
6164,ZnO,2.6,1.7288,0.015487,
6165,ZnO,2.605,1.7288,0.015492,
6166,ZnO,2.61,1.7288,0.015496,
6167,ZnO,2.615,1.7288,0.015501,
6168,ZnO,2.62,1.7288,0.015506,
6169,ZnO,2.625,1.7288,0.015511,
6170,ZnO,2.63,1.7288,0.015516,
6171,ZnO,2.635,1.7288,0.015522,
6172,ZnO,2.64,1.7287,0.015527,
6173,ZnO,2.645,1.7287,0.015532,
6174,ZnO,2.65,1.7287,0.015537,
6175,ZnO,2.655,1.7287,0.015543,
6176,ZnO,2.66,1.7287,0.015548,
6177,ZnO,2.665,1.7287,0.015554,
6178,ZnO,2.67,1.7287,0.015559,
6179,ZnO,2.675,1.7287,0.015565,
6180,ZnO,2.68,1.7287,0.01557,
6181,ZnO,2.685,1.7287,0.015576,
6182,ZnO,2.69,1.7286,0.015582,
6183,ZnO,2.695,1.7286,0.015587,
6184,ZnO,2.7,1.7286,0.015593,
6185,ZnO,2.705,1.7286,0.015599,
6186,ZnO,2.71,1.7286,0.015605,
6187,ZnO,2.715,1.7286,0.015611,
6188,ZnO,2.72,1.7286,0.015617,
6189,ZnO,2.725,1.7286,0.015623,
6190,ZnO,2.73,1.7286,0.015629,
6191,ZnO,2.735,1.7286,0.015635,
6192,ZnO,2.74,1.7285,0.015641,
6193,ZnO,2.745,1.7285,0.015647,
6194,ZnO,2.75,1.7285,0.015654,
6195,ZnO,2.755,1.7285,0.01566,
6196,ZnO,2.76,1.7285,0.015666,
6197,ZnO,2.765,1.7285,0.015673,
6198,ZnO,2.77,1.7285,0.015679,
6199,ZnO,2.775,1.7285,0.015686,
6200,ZnO,2.78,1.7285,0.015692,
6201,ZnO,2.785,1.7285,0.015699,
6202,ZnO,2.79,1.7285,0.015705,
6203,ZnO,2.795,1.7284,0.015712,
6204,ZnO,2.8,1.7284,0.015719,
6205,ZnO,2.805,1.7284,0.015725,
6206,ZnO,2.81,1.7284,0.015732,
6207,ZnO,2.815,1.7284,0.015739,
6208,ZnO,2.82,1.7284,0.015746,
6209,ZnO,2.825,1.7284,0.015753,
6210,ZnO,2.83,1.7284,0.01576,
6211,ZnO,2.835,1.7284,0.015767,
6212,ZnO,2.84,1.7284,0.015774,
6213,ZnO,2.845,1.7284,0.015781,
6214,ZnO,2.85,1.7283,0.015788,
6215,ZnO,2.855,1.7283,0.015795,
6216,ZnO,2.86,1.7283,0.015802,
6217,ZnO,2.865,1.7283,0.015809,
6218,ZnO,2.87,1.7283,0.015817,
6219,ZnO,2.875,1.7283,0.015824,
6220,ZnO,2.88,1.7283,0.015831,
6221,ZnO,2.885,1.7283,0.015839,
6222,ZnO,2.89,1.7283,0.015846,
6223,ZnO,2.895,1.7283,0.015854,
6224,ZnO,2.9,1.7283,0.015861,
6225,ZnO,2.905,1.7283,0.015869,
6226,ZnO,2.91,1.7282,0.015876,
6227,ZnO,2.915,1.7282,0.015884,
6228,ZnO,2.92,1.7282,0.015891,
6229,ZnO,2.925,1.7282,0.015899,
6230,ZnO,2.93,1.7282,0.015907,
6231,ZnO,2.935,1.7282,0.015914,
6232,ZnO,2.94,1.7282,0.015922,
6233,ZnO,2.945,1.7282,0.01593,
6234,ZnO,2.95,1.7282,0.015938,
6235,ZnO,2.955,1.7282,0.015946,
6236,ZnO,2.96,1.7282,0.015954,
6237,ZnO,2.965,1.7282,0.015962,
6238,ZnO,2.97,1.7282,0.01597,
6239,ZnO,2.975,1.7281,0.015978,
6240,ZnO,2.98,1.7281,0.015986,
6241,ZnO,2.985,1.7281,0.015994,
6242,ZnO,2.99,1.7281,0.016002,
6243,ZnO,2.995,1.7281,0.01601,
6244,ZnO,3.0,1.7281,0.016018,
6245,ZnO,3.005,1.7281,0.016027,
6246,ZnO,3.01,1.7281,0.016035,
6247,ZnO,3.015,1.7281,0.016043,
6248,ZnO,3.02,1.7281,0.016052,
6249,ZnO,3.025,1.7281,0.01606,
6250,ZnO,3.03,1.7281,0.016068,
6251,ZnO,3.035,1.7281,0.016077,
6252,ZnO,3.04,1.7281,0.016085,
6253,ZnO,3.045,1.728,0.016094,
6254,ZnO,3.05,1.728,0.016102,
6255,ZnO,3.055,1.728,0.016111,
6256,ZnO,3.06,1.728,0.016119,
6257,ZnO,3.065,1.728,0.016128,
6258,ZnO,3.07,1.728,0.016137,
6259,ZnO,3.075,1.728,0.016145,
6260,ZnO,3.08,1.728,0.016154,
6261,ZnO,3.085,1.728,0.016163,
6262,ZnO,3.09,1.728,0.016172,
6263,ZnO,3.095,1.728,0.01618,
6264,ZnO,3.1,1.728,0.016189,
6265,ZnO,3.105,1.728,0.016198,
6266,ZnO,3.11,1.728,0.016207,
6267,ZnO,3.115,1.728,0.016216,
6268,ZnO,3.12,1.7279,0.016225,
6269,ZnO,3.125,1.7279,0.016234,
6270,ZnO,3.13,1.7279,0.016243,
6271,ZnO,3.135,1.7279,0.016252,
6272,ZnO,3.14,1.7279,0.016261,
6273,ZnO,3.145,1.7279,0.01627,
6274,ZnO,3.15,1.7279,0.016279,
6275,ZnO,3.155,1.7279,0.016288,
6276,ZnO,3.16,1.7279,0.016298,
6277,ZnO,3.165,1.7279,0.016307,
6278,ZnO,3.17,1.7279,0.016316,
6279,ZnO,3.175,1.7279,0.016325,
6280,ZnO,3.18,1.7279,0.016335,
6281,ZnO,3.185,1.7279,0.016344,
6282,ZnO,3.19,1.7279,0.016353,
6283,ZnO,3.195,1.7279,0.016363,
6284,ZnO,3.2,1.7278,0.016372,
6285,Zr,0.22,1.007,0.697,
6286,Zr,0.24,0.995,1.145,
6287,Zr,0.26,1.091,1.433,
6288,Zr,0.28,1.178,1.651,
6289,Zr,0.3,1.271,1.845,
6290,Zr,0.32,1.36,2.009,
6291,Zr,0.34,1.452,2.174,
6292,Zr,0.36,1.55,2.308,
6293,Zr,0.38,1.636,2.452,
6294,Zr,0.4,1.734,2.579,
6295,Zr,0.42,1.836,2.708,
6296,Zr,0.44,1.935,2.817,
6297,Zr,0.46,2.034,2.926,
6298,Zr,0.48,2.134,3.033,
6299,Zr,0.5,2.245,3.138,
6300,Zr,0.52,2.356,3.228,
6301,Zr,0.54,2.47,3.319,
6302,Zr,0.56,2.593,3.401,
6303,Zr,0.58,2.731,3.466,
6304,Zr,0.6,2.857,3.503,
6305,Zr,0.62,2.968,3.537,
6306,Zr,0.64,3.078,3.566,
6307,Zr,0.66,3.179,3.586,
6308,Zr,0.68,3.274,3.603,
6309,Zr,0.7,3.364,3.616,
6310,Zr,0.72,3.448,3.623,
6311,Zr,0.74,3.526,3.628,
6312,Zr,0.76,3.595,3.63,
6313,Zr,0.78,3.66,3.631,
6314,Zr,0.8,3.724,3.627,
6315,Zr,0.82,3.76,3.619,
6316,Zr,0.84,3.801,3.627,
6317,Zr,0.86,3.83,3.63,
6318,Zr,0.88,3.856,3.653,
6319,Zr,0.9,3.888,3.685,
6320,Zr,0.92,3.931,3.714,
6321,Zr,0.94,3.97,3.736,
6322,Zr,0.96,4.016,3.761,
6323,Zr,0.98,4.061,3.79,
6324,Zr,1.02,4.138,3.831,
6325,Zr,1.04,4.179,3.852,
6326,Zr,1.06,4.226,3.88,
6327,Zr,1.08,4.275,3.9,
6328,Zr,1.1,4.319,3.911,
6329,Zr,1.12,4.365,3.921,
6330,Zr,1.14,4.402,3.931,
6331,Zr,1.16,4.443,3.934,
6332,Zr,1.18,4.475,3.94,
6333,Zr,1.2,4.51,3.936,
6334,Zr,1.22,4.515,3.942,
6335,Zr,1.24,4.539,3.959,
6336,Zr,1.26,4.558,3.98,
6337,Zr,1.3,4.603,4.009,
6338,Zr,1.32,4.627,4.023,
6339,Zr,1.34,4.649,4.049,
6340,Zr,1.36,4.68,4.065,
6341,Zr,1.38,4.697,4.074,
6342,Zr,1.4,4.704,4.091,
6343,Zr,1.42,4.734,4.113,
6344,Zr,1.44,4.754,4.128,
6345,Zr,1.46,4.777,4.15,
