,Element,Wavelength,n,k
2623,InSb,0.36563,3.9855,2.0825
2624,InSb,0.36886,3.9818,2.0344
2625,InSb,0.37214,3.9762,1.9895
2626,InSb,0.37548,3.9691,1.9477
2627,InSb,0.37888,3.9608,1.9091
2628,InSb,0.38235,3.9516,1.8735
2629,InSb,0.38588,3.9417,1.841
2630,InSb,0.38947,3.9315,1.8113
2631,InSb,0.39313,3.9212,1.7845
2632,InSb,0.39686,3.9109,1.7603
2633,InSb,0.40066,3.9008,1.7386
2634,InSb,0.40454,3.8912,1.7195
2635,InSb,0.40849,3.8821,1.7026
2636,InSb,0.41252,3.8737,1.688
2637,InSb,0.41663,3.8661,1.6755
2638,InSb,0.42082,3.8594,1.665
2639,InSb,0.4251,3.8537,1.6564
2640,InSb,0.42947,3.8491,1.6496
2641,InSb,0.43392,3.8458,1.6445
2642,InSb,0.43847,3.8437,1.6411
2643,InSb,0.44312,3.843,1.6391
2644,InSb,0.44786,3.8437,1.6386
2645,InSb,0.45271,3.8459,1.6395
2646,InSb,0.45767,3.8497,1.6417
2647,InSb,0.46273,3.8551,1.645
2648,InSb,0.46791,3.8623,1.6496
2649,InSb,0.4732,3.8713,1.6551
2650,InSb,0.47862,3.8822,1.6617
2651,InSb,0.48416,3.8951,1.6693
2652,InSb,0.48983,3.9099,1.6777
2653,InSb,0.49564,3.927,1.687
2654,InSb,0.50158,3.9463,1.697
2655,InSb,0.50767,3.9679,1.7077
2656,InSb,0.51391,3.992,1.719
2657,InSb,0.5203,4.0186,1.7309
2658,InSb,0.52686,4.048,1.7434
2659,InSb,0.53358,4.0801,1.7563
2660,InSb,0.54048,4.1153,1.7696
2661,InSb,0.54756,4.1537,1.7833
2662,InSb,0.55482,4.1953,1.7972
2663,InSb,0.56228,4.2405,1.8114
2664,InSb,0.56994,4.2893,1.8257
2665,InSb,0.57782,4.3421,1.8402
2666,InSb,0.58591,4.3989,1.8547
2667,InSb,0.59424,4.46,1.8693
2668,InSb,0.60281,4.5254,1.884
2669,InSb,0.61162,4.5952,1.8987
2670,InSb,0.6207,4.669,1.9138
2671,InSb,0.63005,4.7463,1.9295
2672,InSb,0.63969,4.8259,1.9463
2673,InSb,0.64963,4.9058,1.9651
2674,InSb,0.65988,4.9828,1.9872
2675,InSb,0.67046,5.0525,2.0145
2676,InSb,0.68138,5.1103,2.0487
2677,InSb,0.69267,5.173,2.1411
2678,InSb,0.70433,5.0579,1.8308
2679,InSb,0.7164,4.9727,1.6184
2680,InSb,0.72889,4.8912,1.437
2681,InSb,0.74182,4.8105,1.2685
2682,InSb,0.75521,4.7315,1.1041
2683,InSb,0.7691,4.6557,0.93874
2684,InSb,0.78351,4.5845,0.76894
2685,InSb,0.79847,4.5193,0.59237
2686,InSb,0.81402,4.4651,0.44689
2687,InSb,0.83018,4.4278,0.42726
2688,InSb,0.84699,4.3925,0.40708
2689,InSb,0.8645,4.3591,0.3864
2690,InSb,0.88275,4.3277,0.36527
2691,InSb,0.90179,4.2981,0.34377
2692,InSb,0.92166,4.2702,0.32197
2693,InSb,0.94243,4.2439,0.29999
2694,InSb,0.96416,4.2192,0.27791
2695,InSb,0.98691,4.1959,0.25588
2696,InSb,1.0108,4.1739,0.23404
2697,InSb,1.0358,4.1533,0.21254
2698,InSb,1.0621,4.1339,0.19159
2699,InSb,1.0898,4.1156,0.1714
2700,InSb,1.119,4.0984,0.15222
2701,InSb,1.1497,4.0822,0.13436
2702,InSb,1.1822,4.0671,0.11815
2703,InSb,1.2166,4.0529,0.1039
2704,InSb,1.2531,4.0392,0.091137
2705,InSb,1.2918,4.0248,0.083711
2706,InSb,1.3329,4.012,0.080402
2707,InSb,1.3768,4.0001,0.079524
2708,InSb,1.4237,3.9889,0.078753
2709,InSb,1.4739,3.9783,0.078098
2710,InSb,1.5277,3.9683,0.077571
2711,InSb,1.5857,3.9589,0.077182
2712,InSb,1.6482,3.9501,0.076946
2713,InSb,1.7158,3.9418,0.076877
2714,InSb,1.7892,3.9341,0.076995
2715,InSb,1.8692,3.9269,0.07732
2716,InSb,1.9566,3.9203,0.077876
2717,InSb,2.0527,3.9143,0.078692
2718,InSb,2.1586,3.9089,0.079799
2719,InSb,2.2761,3.9041,0.081234
2720,InSb,2.4071,3.9001,0.083041
2721,InSb,2.5541,3.8969,0.085267
2722,InSb,2.7203,3.8946,0.087961
2723,InSb,2.9095,3.8935,0.091175
2724,InSb,3.1271,3.8938,0.094948
2725,InSb,3.3798,3.896,0.099289
2726,InSb,3.677,3.9005,0.10413
2727,InSb,4.0315,3.9084,0.10921
2728,InSb,4.4616,3.9211,0.11383
2729,InSb,4.9945,3.9409,0.11609
2730,InSb,5.6719,3.972,0.11045
2731,InSb,6.5619,4.0216,0.072912
2732,InSb,7.7832,3.9732,0.0088054
2733,InSb,9.5631,3.9529,0.0071956
2734,InSb,12.398,3.9429,0.0055595
2735,K8,0.312,1.549,0.0
2736,K8,0.3341,1.543,0.0
2737,K8,0.365,1.536,0.0
2738,K8,0.4047,1.53,0.0
2739,K8,0.4358,1.527,0.0
2740,K8,0.48,1.523,0.0
2741,K8,0.4861,1.522,0.0
2742,K8,0.5461,1.519,0.0
2743,K8,0.5876,1.517,0.0
2744,K8,0.5893,1.517,0.0
2745,K8,0.6328,1.515,0.0
2746,K8,0.6438,1.515,0.0
2747,K8,0.6563,1.514,0.0
2748,K8,0.7065,1.513,0.0
2749,K8,0.8521,1.51,0.0
2750,K8,1.014,1.507,0.0
2751,K8,1.06,1.507,0.0
2752,K8,1.5296,1.501,0.0
2753,K8,1.9701,1.495,0.0
2754,Li,0.326,0.338,1.4
2755,Li,0.335,0.329,1.45
2756,Li,0.344,0.32,1.5
2757,Li,0.354,0.311,1.55
2758,Li,0.365,0.301,1.61
2759,Li,0.376,0.292,1.66
2760,Li,0.387,0.281,1.72
2761,Li,0.4,0.273,1.78
2762,Li,0.413,0.263,1.84
2763,Li,0.428,0.255,1.9
2764,Li,0.443,0.244,1.99
2765,Li,0.459,0.235,2.08
2766,Li,0.477,0.225,2.19
2767,Li,0.496,0.214,2.33
2768,Li,0.517,0.209,2.43
2769,Li,0.539,0.202,2.58
2770,Li,0.564,0.199,2.69
2771,Li,0.59,0.194,2.86
2772,Li,0.62,0.191,3.04
2773,Li,0.653,0.19,3.22
2774,Li,0.689,0.191,3.42
2775,Li,0.729,0.194,3.62
2776,Li,0.775,0.197,3.88
2777,Li,0.827,0.204,4.14
2778,Li,0.886,0.216,4.43
2779,Li,0.954,0.229,4.81
2780,Li,1.033,0.251,5.2
2781,Li,1.127,0.278,5.7
2782,Li,1.24,0.319,6.28
2783,Li,1.378,0.371,6.98
2784,Li,1.55,0.436,7.87
2785,Li,1.771,0.53,8.99
2786,Li,2.066,0.663,10.5
2787,Mo,0.667,3.736186,3.591222
2788,Mo,0.714,3.8159832,3.5417088
2789,Mo,0.769,3.7771262,3.4266289
2790,Mo,0.833,3.4879914,3.2991627
2791,Mo,0.909,2.9807157,3.4956418
2792,Mo,1.05,2.3419619,4.3245235
2793,Mo,1.11,2.1691522,4.7136001
2794,Mo,1.18,2.0338468,5.1486289
2795,Mo,1.25,1.9061057,5.6230394
2796,Mo,1.33,1.7797564,6.1751066
2797,Mo,1.43,1.7014062,6.7993804
2798,Mo,1.54,1.6167352,7.4926629
2799,Mo,1.67,1.5124883,8.2838453
2800,Mo,1.82,1.4476138,9.2513402
2801,Mo,2.11,1.3419643,11.06412
2802,Mo,2.22,1.324614,11.821314
2803,Mo,2.35,1.335824,12.667669
2804,Mo,2.5,1.3719253,13.607095
2805,Mo,2.67,1.4347181,14.654142
2806,Mo,2.86,1.5147128,15.828837
2807,Mo,3.08,1.6006395,17.177196
2808,Mo,3.33,1.729625,18.769452
2809,Mo,3.64,1.9643186,20.649783
2810,Mo,4.44,2.714248,25.500166
2811,Mo,5.71,4.3080595,32.92614
2812,Mo,6.67,5.7374219,38.275608
2813,Mo,11.1,14.599652,61.094152
2814,Mo,12.5,17.948846,67.549462
2815,Mo,14.3,22.52774,75.010773
2816,Mo,16.7,28.406166,84.122793
2817,Mo,22.2,42.092997,102.66741
2818,Mo,28.6,57.122067,120.35199
2819,Mo,33.3,67.891603,131.81545
2820,Mo,44.4,91.33097,154.08616
2821,Mo,57.1,114.9495,173.65334
2822,Mo,66.7,129.77236,186.39648
2823,Nb,0.4,1.5,2.99
2824,Nb,0.42,1.61,2.95
2825,Nb,0.44,1.91,2.98
2826,Nb,0.48,2.02,3.04
2827,Nb,0.5,2.13,3.07
2828,Nb,0.52,2.2,3.08
2829,Nb,0.54,2.23,3.15
2830,Nb,0.56,2.29,3.17
2831,Nb,0.58,2.29,3.23
2832,Nb,0.6,2.27,3.25
2833,Nb,0.62,2.28,3.25
2834,Nb,0.64,2.27,3.3
2835,Nb,0.66,2.27,3.36
2836,Nb,0.68,2.23,3.38
2837,Nb,0.7,2.22,3.41
2838,Nb,0.72,2.17,3.44
2839,Nb,0.74,2.13,3.47
2840,Nb,0.76,2.11,3.62
2841,Nb,0.78,2.06,3.72
2842,Nb,0.8,2.05,3.85
2843,Nb,0.82,2.01,3.9
2844,Nb,0.85,1.92,4.06
2845,Nb,0.88,1.86,4.16
2846,Nb,0.9,1.83,4.32
2847,Nb,0.92,1.8,4.41
2848,Nb,0.95,1.71,4.62
2849,Nb,0.98,1.71,4.8
2850,Nb,1.05,1.59,5.37
2851,Nb,1.1,1.52,5.66
2852,Nb,1.2,1.43,6.31
2853,Nb,1.3,1.38,7.04
2854,Nb,1.4,1.35,7.64
2855,Nb,1.5,1.39,8.24
2856,Nb,1.6,1.48,8.96
2857,Nb,1.7,1.49,9.61
2858,Nb,1.8,1.68,10.3
2859,Nb,2.1,1.83,12.2
2860,Nb,2.2,2.26,13.1
2861,Nb,2.3,2.33,13.6
2862,Nb,2.5,2.4,14.4
2863,Nb,2.6,2.58,15.3
2864,Nb,2.8,3.17,16.3
2865,Nb,3.5,4.55,19.8
2866,Nb,4.22,5.79,23.4
2867,Nb,4.5,6.72,25.1
2868,Nb,4.7,7.46,26.8
2869,Nb,5.5,9.2,29.6
2870,Nb,6.2,10.7,32.7
2871,Nb,6.5,11.5,33.9
2872,Nb,6.8,12.5,34.8
2873,Nb,7.5,15.1,37.4
2874,Si1,0.25,1.665,3.665
2875,Si1,0.26,1.757,4.084
2876,Si1,0.27,2.068,4.68
2877,Si1,0.28,2.959,5.287
2878,Si1,0.29,4.356,5.286
2879,Si1,0.3,4.976,4.234
2880,Si1,0.31,5.121,3.598
2881,Si1,0.32,5.112,3.303
2882,Si1,0.33,5.195,3.1
2883,Si1,0.34,5.301,2.977
2884,Si1,0.35,5.494,2.938
2885,Si1,0.36,6.026,2.966
2886,Si1,0.37,6.891,2.171
2887,Si1,0.38,6.616,0.946
2888,Si1,0.39,6.039,0.445
2889,Si1,0.4,5.613,0.296
2890,Si1,0.41,5.33,0.227
2891,Si1,0.42,5.119,0.176
2892,Si1,0.43,4.949,0.138
2893,Si1,0.44,4.812,0.107
2894,Si1,0.45,4.691,0.086302
2895,Si1,0.46,4.587,0.071381
2896,Si1,0.47,4.497,0.062086
2897,Si1,0.48,4.419,0.055004
2898,Si1,0.49,4.35,0.049131
2899,Si1,0.5,4.294,0.044165
2900,Si1,0.51,4.241,0.039367
2901,Si1,0.52,4.193,0.036415
2902,Si1,0.53,4.151,0.033108
2903,Si1,0.54,4.112,0.030295
2904,Si1,0.55,4.077,0.027968
2905,Si1,0.56,4.045,0.025758
2906,Si1,0.57,4.015,0.024131
2907,Si1,0.58,3.988,0.022524
2908,Si1,0.59,3.963,0.021081
2909,Si1,0.6,3.94,0.019934
2910,Si1,0.61,3.918,0.018446
2911,Si1,0.62,3.898,0.017367
2912,Si1,0.63,3.879,0.016444
2913,Si1,0.64,3.861,0.015432
2914,Si1,0.65,3.844,0.014431
2915,Si1,0.66,3.828,0.013498
2916,Si1,0.67,3.813,0.012743
2917,Si1,0.68,3.798,0.011905
2918,Si1,0.69,3.784,0.011201
2919,Si1,0.7,3.772,0.010528
2920,Si1,0.71,3.759,0.010057
2921,Si1,0.72,3.748,0.0096257
2922,Si1,0.73,3.737,0.0089461
2923,Si1,0.74,3.727,0.008362
2924,Si1,0.75,3.717,0.0078185
2925,Si1,0.76,3.708,0.007197
2926,Si1,0.77,3.699,0.0067402
2927,Si1,0.78,3.691,0.0063933
2928,Si1,0.79,3.683,0.005834
2929,Si1,0.8,3.675,0.0054113
2930,Si1,0.81,3.668,0.0049955
2931,Si1,0.82,3.661,0.0046134
2932,Si1,0.83,3.654,0.0042734
2933,Si1,0.84,3.647,0.0039439
2934,Si1,0.85,3.641,0.003612
2935,Si1,0.86,3.635,0.0032781
2936,Si1,0.87,3.63,0.0029839
2937,Si1,0.88,3.624,0.0026821
2938,Si1,0.89,3.619,0.0024293
2939,Si1,0.9,3.614,0.0021701
2940,Si1,0.91,3.609,0.0019625
2941,Si1,0.92,3.604,0.0017571
2942,Si1,0.93,3.6,0.0015467
2943,Si1,0.94,3.595,0.0013689
2944,Si1,0.95,3.591,0.0011793
2945,Si1,0.96,3.587,0.0010237
2946,Si1,0.97,3.583,0.00087225
2947,Si1,0.98,3.579,0.00074866
2948,Si1,0.99,3.575,0.00062238
2949,Si1,1.01,3.568,0.00041071
2950,Si1,1.02,3.565,0.00032386
2951,Si1,1.03,3.562,0.00024753
2952,Si1,1.04,3.559,0.00018704
2953,Si1,1.05,3.556,0.0001362
2954,Si1,1.06,3.553,9.3631e-05
2955,Si1,1.07,3.55,6.8118e-05
2956,Si1,1.08,3.547,5.3285e-05
2957,Si1,1.09,3.545,4.0768e-05
2958,Si1,1.1,3.542,3.0637e-05
2959,Si1,1.11,3.54,2.3849e-05
2960,Si1,1.12,3.537,1.7825e-05
2961,Si1,1.13,3.535,1.3488e-05
2962,Si1,1.14,3.532,9.0718e-06
2963,Si1,1.15,3.53,6.223e-06
2964,Si1,1.16,3.528,3.877e-06
2965,Si1,1.17,3.526,2.0483e-06
2966,Si1,1.18,3.524,6.1036e-07
2967,Si1,1.19,3.522,3.4091e-07
2968,Si1,1.2,3.52,2.1008e-07
2969,Si1,1.21,3.518,1.2518e-07
2970,Si1,1.22,3.517,7.9609e-08
2971,Si1,1.23,3.515,4.6004e-08
2972,Si1,1.24,3.513,2.3682e-08
2973,Si1,1.25,3.511,9.9472e-09
2974,Si1,1.26,3.509,3.6096e-09
2975,Si1,1.27,3.508,2.0213e-09
2976,Si1,1.28,3.506,1.2223e-09
2977,Si1,1.29,3.505,7.2885e-10
2978,Si1,1.3,3.503,4.6553e-10
2979,Si1,1.31,3.502,2.8147e-10
2980,Si1,1.32,3.5,1.6807e-10
2981,Si1,1.33,3.499,8.467e-11
2982,Si1,1.34,3.497,3.7322e-11
2983,Si1,1.35,3.496,1.8263e-11
2984,Si1,1.36,3.495,1.0281e-11
2985,Si1,1.37,3.494,6.5413e-12
2986,Si1,1.38,3.492,4.173e-12
2987,Si1,1.39,3.491,2.5441e-12
2988,Si1,1.4,3.49,1.5597e-12
2989,Si1,1.41,3.489,9.5374e-13
2990,Si1,1.42,3.488,5.65e-13
2991,Si1,1.43,3.487,2.8449e-13
2992,Si1,1.44,3.486,2.0626e-13
2993,Si1,1.45,3.485,1.3846e-13
2994,Si2,0.25,1.637,3.5889
2995,Si2,0.26,1.737,3.9932
2996,Si2,0.27,2.03,4.5958
2997,Si2,0.28,2.84,5.1961
2998,Si2,0.29,4.185,5.3124
2999,Si2,0.3,5.049,4.29
3000,Si2,0.31,5.091,3.6239
3001,Si2,0.32,5.085,3.2824
3002,Si2,0.33,5.135,3.0935
3003,Si2,0.34,5.245,2.9573
3004,Si2,0.35,5.423,2.9078
3005,Si2,0.36,5.914,2.9135
3006,Si2,0.37,6.82,2.1403
3007,Si2,0.38,6.587,0.98399
3008,Si2,0.39,6.025,0.50308
3009,Si2,0.4,5.623,0.32627
3010,Si2,0.41,5.341,0.24127
3011,Si2,0.42,5.11,0.17694
3012,Si2,0.43,4.932,0.13766
3013,Si2,0.44,4.79,0.11201
3014,Si2,0.45,4.673,0.095362
3015,Si2,0.46,4.572,0.079105
3016,Si2,0.47,4.485,0.07024
3017,Si2,0.48,4.412,0.059817
3018,Si2,0.49,4.349,0.05381
3019,Si2,0.5,4.289,0.048542
3020,Si2,0.51,4.235,0.043831
3021,Si2,0.52,4.187,0.039531
3022,Si2,0.53,4.145,0.034804
3023,Si2,0.54,4.103,0.029896
3024,Si2,0.55,4.073,0.028038
3025,Si2,0.56,4.038,0.026551
3026,Si2,0.57,4.006,0.023746
3027,Si2,0.58,3.977,0.021896
3028,Si2,0.59,3.954,0.020076
3029,Si2,0.6,3.931,0.018521
3030,Si2,0.61,3.908,0.017257
3031,Si2,0.62,3.888,0.016809
3032,Si2,0.63,3.869,0.016268
3033,Si2,0.64,3.851,0.014693
3034,Si2,0.65,3.835,0.014447
3035,Si2,0.66,3.817,0.013608
3036,Si2,0.67,3.805,0.012807
3037,Si2,0.68,3.791,0.012045
3038,Si2,0.69,3.776,0.011317
3039,Si2,0.7,3.765,0.010623
3040,Si2,0.71,3.753,0.009961
3041,Si2,0.72,3.741,0.0093335
3042,Si2,0.73,3.73,0.0087312
3043,Si2,0.74,3.719,0.0081618
3044,Si2,0.75,3.712,0.0076156
3045,Si2,0.76,3.701,0.0070942
3046,Si2,0.77,3.693,0.0066054
3047,Si2,0.78,3.684,0.0061338
3048,Si2,0.79,3.677,0.0056888
3049,Si2,0.8,3.669,0.0052655
3050,Si2,0.81,3.662,0.004864
3051,Si2,0.82,3.655,0.0044836
3052,Si2,0.83,3.646,0.0041235
3053,Si2,0.84,3.641,0.0037828
3054,Si2,0.85,3.636,0.0034605
3055,Si2,0.86,3.628,0.0031563
3056,Si2,0.87,3.622,0.0028697
3057,Si2,0.88,3.617,0.0026001
3058,Si2,0.89,3.613,0.0023464
3059,Si2,0.9,3.61,0.0021092
3060,Si2,0.91,3.604,0.0018864
3061,Si2,0.92,3.598,0.0016787
3062,Si2,0.93,3.597,0.0014757
3063,Si2,0.94,3.59,0.0013061
3064,Si2,0.95,3.584,0.0011393
3065,Si2,0.96,3.584,0.00098243
3066,Si2,0.97,3.578,0.0008406
3067,Si2,0.98,3.582,0.00071334
3068,Si2,0.99,3.579,0.00059638
3069,Si2,1.01,3.572,0.00039616
3070,Si2,1.02,3.568,0.00031437
3071,Si2,1.03,3.565,0.00024048
3072,Si2,1.04,3.562,0.00017959
3073,Si2,1.05,3.559,0.00013043
3074,Si2,1.06,3.556,9.245e-05
3075,Si2,1.07,3.553,6.782e-05
3076,Si2,1.08,3.549,5.2168e-05
3077,Si2,1.09,3.547,3.977e-05
3078,Si2,1.1,3.545,3.0217e-05
3079,Si2,1.11,3.542,2.2913e-05
3080,Si2,1.12,3.54,1.7068e-05
3081,Si2,1.13,3.537,1.2382e-05
3082,Si2,1.14,3.534,8.621e-06
3083,Si2,1.15,3.533,5.6876e-06
3084,Si2,1.16,3.53,3.4275e-06
3085,Si2,1.17,3.527,1.7653e-06
3086,Si2,1.18,3.526,5.5561e-07
3087,Si2,1.19,3.524,2.3153e-07
3088,Si2,1.2,3.522,1.3904e-07
3089,Si2,1.21,3.52,8.0863e-08
3090,Si2,1.22,3.518,4.794e-08
3091,Si2,1.23,3.517,2.7132e-08
3092,Si2,1.24,3.515,1.4318e-08
3093,Si2,1.25,3.513,5.8798e-09
3094,Si2,1.26,3.512,2.3352e-09
3095,Si2,1.27,3.509,1.2714e-09
3096,Si2,1.28,3.509,7.5284e-10
3097,Si2,1.29,3.506,4.4799e-10
3098,Si2,1.3,3.505,2.7228e-10
3099,Si2,1.31,3.503,1.5856e-10
3100,Si2,1.32,3.502,8.7196e-11
3101,Si2,1.33,3.501,4.2039e-11
3102,Si2,1.34,3.5,1.8128e-11
3103,Si2,1.35,3.499,1.0428e-11
3104,Si2,1.36,3.497,6.2911e-12
3105,Si2,1.37,3.496,3.903e-12
3106,Si2,1.38,3.496,2.6367e-12
3107,Si2,1.39,3.496,1.7377e-12
3108,Si2,1.4,3.493,1.0428e-12
3109,Si2,1.41,3.492,6.0422e-13
3110,Si2,1.42,3.492,4.2895e-13
3111,Si2,1.43,3.49,2.0381e-13
3112,Si2,1.44,3.488,1.3785e-13
3113,Si2,1.45,3.487,1.0901e-13
3114,SiO2,0.21,1.5383576204905,0.0
3115,SiO2,0.2174,1.530846431063,0.0
3116,SiO2,0.2251,1.5240789072975,0.0
3117,SiO2,0.233,1.5180417677275,0.0
3118,SiO2,0.2412,1.5125721155558,0.0
3119,SiO2,0.2497,1.5076095872199,0.0
3120,SiO2,0.2585,1.5031009629039,0.0
3121,SiO2,0.2676,1.498999218542,0.0
3122,SiO2,0.277,1.495262719426,0.0
3123,SiO2,0.2868,1.4918215034661,0.0
3124,SiO2,0.2969,1.488683281387,0.0
3125,SiO2,0.3074,1.4857914366574,0.0
3126,SiO2,0.3182,1.4831504333467,0.0
3127,SiO2,0.3294,1.4807144415912,0.0
3128,SiO2,0.341,1.4784676522483,0.0
3129,SiO2,0.353,1.4763951298847,0.0
3130,SiO2,0.3655,1.4744682820342,0.0
3131,SiO2,0.3783,1.4727046797948,0.0
3132,SiO2,0.3917,1.4710525123802,0.0
3133,SiO2,0.4055,1.4695286500209,0.0
3134,SiO2,0.4197,1.4681218218832,0.0
3135,SiO2,0.4345,1.4668048202486,0.0
3136,SiO2,0.4498,1.465580829975,0.0
3137,SiO2,0.4657,1.4644360310913,0.0
3138,SiO2,0.4821,1.4633719346282,0.0
3139,SiO2,0.4991,1.4623764385944,0.0
3140,SiO2,0.5167,1.4614449911601,0.0
3141,SiO2,0.5349,1.4605730794883,0.0
3142,SiO2,0.5537,1.4597562854765,0.0
3143,SiO2,0.5732,1.4589865613939,0.0
3144,SiO2,0.5934,1.4582607881284,0.0
3145,SiO2,0.6143,1.4575758068817,0.0
3146,SiO2,0.636,1.4569256013294,0.0
3147,SiO2,0.6584,1.4563104080175,0.0
3148,SiO2,0.6816,1.4557246986958,0.0
3149,SiO2,0.7056,1.4551660299221,0.0
3150,SiO2,0.7305,1.4546298754538,0.0
3151,SiO2,0.7562,1.4541161650842,0.0
3152,SiO2,0.7829,1.4536188536247,0.0
3153,SiO2,0.8104,1.4531396102638,0.0
3154,SiO2,0.839,1.4526712743322,0.0
3155,SiO2,0.8686,1.4522138205731,0.0
3156,SiO2,0.8992,1.4517653834747,0.0
3157,SiO2,0.9308,1.4513240787777,0.0
3158,SiO2,0.9636,1.4508853971281,0.0
3159,SiO2,0.9976,1.450447735732,0.0
3160,SiO2,1.033,1.4500069615101,0.0
3161,SiO2,1.069,1.4495710901504,0.0
3162,SiO2,1.107,1.4491214616538,0.0
3163,SiO2,1.146,1.448668310738,0.0
3164,SiO2,1.186,1.4482096590065,0.0
3165,SiO2,1.228,1.4477322458328,0.0
3166,SiO2,1.271,1.4472455774929,0.0
3167,SiO2,1.316,1.4467363524093,0.0
3168,SiO2,1.362,1.4462138519129,0.0
3169,SiO2,1.41,1.445664578157,0.0
3170,SiO2,1.46,1.4450861470109,0.0
3171,SiO2,1.512,1.4444759883488,0.0
3172,SiO2,1.565,1.4438434020915,0.0
3173,SiO2,1.62,1.4431739285381,0.0
3174,SiO2,1.677,1.4424645759259,0.0
3175,SiO2,1.736,1.4417121733672,0.0
3176,SiO2,1.797,1.4409133669095,0.0
3177,SiO2,1.861,1.4400509385522,0.0
3178,SiO2,1.926,1.43914806608,0.0
3179,SiO2,1.994,1.4381729429417,0.0
3180,SiO2,2.064,1.4371349603433,0.0
3181,SiO2,2.137,1.4360139618555,0.0
3182,SiO2,2.212,1.4348196176837,0.0
3183,SiO2,2.29,1.433529881253,0.0
3184,SiO2,2.371,1.4321372109342,0.0
3185,SiO2,2.454,1.4306516985468,0.0
3186,SiO2,2.541,1.4290287283802,0.0
3187,SiO2,2.63,1.427296093753,0.0
3188,SiO2,2.723,1.4254044329951,0.0
3189,SiO2,2.819,1.4233613684394,0.0
3190,SiO2,2.918,1.4211544161909,0.0
3191,SiO2,3.021,1.4187459519934,0.0
3192,SiO2,3.128,1.416117293379,0.0
3193,SiO2,3.238,1.4132741569442,0.0
3194,SiO2,3.352,1.4101696832452,0.0
3195,SiO2,3.47,1.4067782146466,0.0
3196,SiO2,3.592,1.4030708962299,0.0
3197,SiO2,3.719,1.3989819997456,0.0
3198,SiO2,3.85,1.3945035722002,0.0
3199,SiO2,3.986,1.3895553417944,0.0
3200,SiO2,4.126,1.3841208059058,0.0
3201,SiO2,4.271,1.3780997735118,0.0
3202,SiO2,4.422,1.3713701305288,0.0
3203,SiO2,4.578,1.36388143366,0.0
3204,SiO2,4.739,1.3555262189157,0.0
3205,SiO2,4.906,1.3461171232165,0.0
3206,SiO2,5.079,1.3354823573874,0.0
3207,SiO2,5.258,1.3234105439689,0.0
3208,SiO2,5.443,1.3096384003386,0.0
3209,SiO2,5.635,1.2937460280032,0.0
3210,SiO2,5.833,1.2753723963511,0.0
3211,SiO2,6.039,1.2537289561387,0.0
3212,SiO2,6.252,1.2280888354422,0.0
3213,SiO2,6.472,1.1973256716307,0.0
3214,Ta1,0.017586,0.8953,0.0592
3215,Ta1,0.017712,0.8936,0.0599
3216,Ta1,0.017839,0.8926,0.0605
3217,Ta1,0.017969,0.891,0.0617
3218,Ta1,0.0181,0.8893,0.0624
3219,Ta1,0.018233,0.8883,0.0636
3220,Ta1,0.018368,0.8866,0.0643
3221,Ta1,0.018505,0.885,0.065
3222,Ta1,0.018644,0.8834,0.0662
3223,Ta1,0.018785,0.8812,0.067
3224,Ta1,0.018929,0.8796,0.0682
3225,Ta1,0.019074,0.8774,0.069
3226,Ta1,0.019222,0.8757,0.0702
3227,Ta1,0.019373,0.8735,0.071
3228,Ta1,0.019525,0.8713,0.0723
3229,Ta1,0.01968,0.8686,0.0737
3230,Ta1,0.019837,0.8664,0.075
3231,Ta1,0.019997,0.8636,0.0764
3232,Ta1,0.02016,0.8608,0.0778
3233,Ta1,0.020325,0.8581,0.0792
3234,Ta1,0.020493,0.8547,0.0807
3235,Ta1,0.020664,0.8513,0.0822
3236,Ta1,0.020838,0.848,0.0843
3237,Ta1,0.021014,0.8447,0.0864
3238,Ta1,0.021194,0.8407,0.0886
3239,Ta1,0.021377,0.8368,0.0908
3240,Ta1,0.021562,0.8323,0.0937
3241,Ta1,0.021752,0.8278,0.096
3242,Ta1,0.021944,0.8228,0.0997
3243,Ta1,0.02214,0.8177,0.1033
3244,Ta1,0.022339,0.8127,0.1071
3245,Ta1,0.022543,0.8065,0.1116
3246,Ta1,0.022749,0.801,0.1167
3247,Ta1,0.02296,0.7943,0.1221
3248,Ta1,0.023175,0.7878,0.1288
3249,Ta1,0.023393,0.7814,0.1363
3250,Ta1,0.023616,0.7739,0.1447
3251,Ta1,0.023843,0.7667,0.1546
3252,Ta1,0.024075,0.7601,0.1664
3253,Ta1,0.024311,0.7537,0.1791
3254,Ta1,0.024551,0.7476,0.1946
3255,Ta1,0.024797,0.7429,0.212
3256,Ta1,0.025047,0.7399,0.2311
3257,Ta1,0.025303,0.7396,0.2529
3258,Ta1,0.025564,0.7427,0.2767
3259,Ta1,0.02583,0.7502,0.3013
3260,Ta1,0.026102,0.7635,0.3255
3261,Ta1,0.02638,0.7825,0.3483
3262,Ta1,0.026663,0.8069,0.3662
3263,Ta1,0.026953,0.8355,0.3782
3264,Ta1,0.027249,0.8656,0.3824
3265,Ta1,0.027552,0.8945,0.3784
3266,Ta1,0.027862,0.9196,0.367
3267,Ta1,0.028178,0.9383,0.3512
3268,Ta1,0.028502,0.9499,0.3321
3269,Ta1,0.028834,0.9542,0.3139
3270,Ta1,0.029173,0.9528,0.2981
3271,Ta1,0.02952,0.9458,0.2855
